Unnamed: 0,arrival_time,departure_time,street_marker,area,vio_time,vio_stay_time,date,week,noon
21421388,2016/11/29 9:47,11:23,C1126,Hardware,10:47,36,2016/11/29,2,1
21443712,2016/11/29 13:41,18:30,13028N,Docklands,15:41,169,2016/11/29,2,2
21464225,2016/11/29 10:50,11:11,7039S,Victoria Market,11:05,6,2016/11/29,2,1
21494901,2016/11/29 15:00,16:06,12042E,East Melbourne,16:00,6,2016/11/29,2,2
21504889,2016/11/29 12:17,13:36,12435S,Jolimont,13:17,19,2016/11/29,2,2
21525870,2016/11/29 14:13,14:51,1188E,Hardware,14:43,8,2016/11/29,2,2
21557793,2016/11/29 15:03,15:35,13228N,Docklands,15:18,17,2016/11/29,2,2
21564310,2016/11/29 13:33,16:00,13767W,Docklands,15:33,27,2016/11/29,2,2
21580504,2016/11/29 15:54,16:18,13381W,Docklands,16:09,9,2016/11/29,2,2
21589964,2016/11/29 12:58,13:19,13031S,Docklands,13:13,6,2016/11/29,2,2
21601953,2016/11/29 11:36,13:48,12033W,East Melbourne,13:36,12,2016/11/29,2,2
21614454,2016/11/29 9:34,12:31,9262N,Southbank,11:34,57,2016/11/29,2,1
21637372,2016/11/29 18:04,19:22,2843S,Princes Theatre,18:34,48,2016/11/29,2,2
21644081,2016/11/29 10:47,13:01,11744E,Jolimont,12:47,14,2016/11/29,2,2
21668532,2016/11/29 15:54,16:22,11503S,West Melbourne,16:09,13,2016/11/29,2,2
21683796,2016/11/29 13:56,15:07,C1176,Hardware,14:56,11,2016/11/29,2,2
21696959,2016/11/29 14:57,16:31,3830N,Titles,15:57,34,2016/11/29,2,2
21709593,2016/11/29 17:16,20:23,63W,Princes Theatre,19:16,67,2016/11/29,2,2
21734934,2016/11/29 9:30,10:39,1299W,Tavistock,10:30,9,2016/11/29,2,1
21742716,2016/11/29 9:37,10:03,2350N,Windsor,9:52,11,2016/11/29,2,1
21756081,2016/11/29 9:50,10:33,962E,Library,10:20,13,2016/11/29,2,1
21797805,2016/11/29 17:52,18:52,2551S,Hardware,18:22,30,2016/11/29,2,2
21811681,2016/11/29 7:44,10:07,2295S,Spencer,9:44,23,2016/11/29,2,1
21813436,2016/11/29 7:30,19:30,2376N,Windsor,8:30,660,2016/11/29,2,1
21863629,2016/11/29 16:13,16:35,2895S,Library,16:28,7,2016/11/29,2,2
21880177,2016/11/29 15:17,17:28,C798,Library,16:17,71,2016/11/29,2,2
21892931,2016/11/29 16:20,18:30,13777W,Docklands,18:20,10,2016/11/29,2,2
21917494,2016/11/29 15:02,16:09,C786,Library,16:02,7,2016/11/29,2,2
21921475,2016/11/29 12:30,14:43,C13672,Docklands,14:30,13,2016/11/29,2,2
21932562,2016/11/29 16:10,16:54,1175W,Hardware,16:40,14,2016/11/29,2,2
21935360,2016/11/29 9:31,12:41,C320,Hyatt,11:31,70,2016/11/29,2,1
21944006,2016/11/29 18:03,19:30,C404,Windsor,19:03,27,2016/11/29,2,2
21977744,2016/11/29 16:31,18:30,7146N,Queensberry,17:31,59,2016/11/29,2,2
21978995,2016/11/29 11:03,15:21,C13656,Docklands,13:03,138,2016/11/29,2,2
21979049,2016/11/29 18:06,20:30,C504,Princes Theatre,20:06,24,2016/11/29,2,2
22001376,2016/11/29 11:28,12:57,1908N,Hyatt,12:28,29,2016/11/29,2,2
22015869,2016/11/29 12:26,13:43,2882N,Princes Theatre,13:26,17,2016/11/29,2,2
22021232,2016/11/29 13:01,14:14,6614N,Titles,14:01,13,2016/11/29,2,2
22031530,2016/11/29 9:55,11:06,13578E,Docklands,10:10,56,2016/11/29,2,1
22051618,2016/11/29 10:11,11:24,1384E,Rialto,10:26,58,2016/11/29,2,1
22056197,2016/11/29 10:05,10:27,7039S,Victoria Market,10:20,7,2016/11/29,2,1
22058526,2016/11/29 8:40,9:13,13810N,Docklands,8:55,18,2016/11/29,2,1
22074808,2016/11/29 16:50,20:30,C588,Regency,18:50,100,2016/11/29,2,2
22090899,2016/11/29 11:35,13:49,5186E,Mint,13:35,14,2016/11/29,2,2
22101429,2016/11/29 18:14,19:30,12042E,East Melbourne,19:14,16,2016/11/29,2,2
22110976,2016/11/29 8:54,9:35,6669S,Titles,9:24,11,2016/11/29,2,1
22119776,2016/11/29 18:33,19:15,6538N,The Mac,19:03,12,2016/11/29,2,2
22139045,2016/11/29 7:30,7:52,13033S,Docklands,7:45,7,2016/11/29,2,1
22152697,2016/11/29 9:36,10:45,2343S,Windsor,10:36,9,2016/11/29,2,1
22160905,2016/11/29 13:56,15:20,11804E,Jolimont,14:56,24,2016/11/29,2,2
22163873,2016/11/29 10:05,12:05,C1238,Titles,11:05,60,2016/11/29,2,1
22166619,2016/11/29 11:01,12:37,13619W,Docklands,11:11,86,2016/11/29,2,1
22194233,2016/11/29 13:15,17:33,14084E,University,17:15,18,2016/11/29,2,2
22203296,2016/11/29 14:48,15:57,C1144,Hardware,15:48,9,2016/11/29,2,2
22219282,2016/11/29 17:18,18:30,5220E,Courtney,18:18,12,2016/11/29,2,2
22275376,2016/11/29 5:02,7:28,13468E,Docklands,5:17,131,2016/11/29,2,1
22275924,2016/11/29 12:37,15:48,C13604,Docklands,14:37,71,2016/11/29,2,2
22280786,2016/11/29 8:25,12:45,C5558,Queensberry,12:25,20,2016/11/29,2,2
22291092,2016/11/29 12:34,18:06,2129S,Twin Towers,13:34,272,2016/11/29,2,2
22309518,2016/11/29 8:01,10:37,13428E,Docklands,10:01,36,2016/11/29,2,1
22335157,2016/11/29 16:26,17:46,13758E,Docklands,16:56,50,2016/11/29,2,2
22343852,2016/11/29 14:45,16:52,C13704,Docklands,16:45,7,2016/11/29,2,2
22372295,2016/11/29 14:58,17:18,9443S,Southbank,15:58,80,2016/11/29,2,2
22391632,2016/11/29 11:46,13:52,12801S,Drummond,13:46,6,2016/11/29,2,2
22393892,2016/11/29 9:44,15:17,13309W,Docklands,11:44,213,2016/11/29,2,1
22407412,2016/11/29 13:20,14:31,13206N,Docklands,14:20,11,2016/11/29,2,2
22423927,2016/11/29 8:48,18:08,14048E,University,12:48,320,2016/11/29,2,2
22424386,2016/11/29 13:06,18:08,12269S,Jolimont,14:06,242,2016/11/29,2,2
22440714,2016/11/29 10:01,14:03,8279W,Southbank,13:01,62,2016/11/29,2,2
22454262,2016/11/29 10:20,12:26,13693W,Docklands,12:20,6,2016/11/29,2,2
22455451,2016/11/29 12:31,16:58,C5934,Queensberry,16:31,27,2016/11/29,2,2
22471139,2016/11/29 12:08,13:48,795W,Library,12:38,70,2016/11/29,2,2
22473777,2016/11/29 15:20,18:23,11502N,West Melbourne,16:20,123,2016/11/29,2,2
22495890,2016/11/29 12:02,14:39,1703S,Markilles,14:02,37,2016/11/29,2,2
22498466,2016/11/29 11:47,14:03,69W,Princes Theatre,13:47,16,2016/11/29,2,2
22528829,2016/11/29 12:44,14:50,12027W,East Melbourne,14:44,6,2016/11/29,2,2
22528988,2016/11/29 11:07,11:42,13253S,Docklands,11:22,20,2016/11/29,2,1
22530347,2016/11/29 17:30,19:09,10036N,Southbank,18:30,39,2016/11/29,2,2
22536893,2016/11/29 19:27,20:33,13212N,Docklands,20:27,6,2016/11/29,2,2
22538189,2016/11/29 12:32,13:12,2037S,Rialto,13:02,10,2016/11/29,2,2
22573739,2016/11/29 18:24,19:30,686E,City Square,19:24,6,2016/11/29,2,2
22595018,2016/11/29 9:57,12:21,C684,City Square,10:57,84,2016/11/29,2,1
22611126,2016/11/29 8:45,12:02,9898N,Southbank,11:45,17,2016/11/29,2,1
22646354,2016/11/29 7:30,10:36,C13500,Docklands,9:30,66,2016/11/29,2,1
22658993,2016/11/29 7:49,8:32,7021S,Victoria Market,8:19,13,2016/11/29,2,1
22663875,2016/11/29 15:54,18:30,12057W,East Melbourne,17:54,36,2016/11/29,2,2
22675833,2016/11/29 8:40,9:45,12477S,Jolimont,9:40,5,2016/11/29,2,1
22700129,2016/11/29 17:24,20:30,C104,Regency,20:24,6,2016/11/29,2,2
22714107,2016/11/29 15:05,16:24,2338N,Windsor,16:05,19,2016/11/29,2,2
22724784,2016/11/29 11:25,14:38,12349S,East Melbourne,13:25,73,2016/11/29,2,2
22747894,2016/11/29 10:51,11:13,2350N,Windsor,11:06,7,2016/11/29,2,1
22804946,2016/11/29 7:30,12:03,12089W,East Melbourne,9:30,153,2016/11/29,2,1
22807904,2016/11/29 10:50,11:26,13031S,Docklands,11:05,21,2016/11/29,2,1
22809168,2016/11/29 12:36,13:41,C1190,Hardware,13:36,5,2016/11/29,2,2
22821553,2016/11/29 9:24,11:43,105W,Regency,10:24,79,2016/11/29,2,1
22843100,2016/11/29 9:31,9:52,3940N,Magistrates,9:46,6,2016/11/29,2,1
22845623,2016/11/29 8:28,8:49,7019S,Victoria Market,8:43,6,2016/11/29,2,1
22860586,2016/11/29 14:53,15:15,13416E,Docklands,15:03,12,2016/11/29,2,2
22862759,2016/11/29 10:50,12:56,998E,Banks,11:50,66,2016/11/29,2,1
22887024,2016/11/29 10:34,10:58,13912E,Docklands,10:49,9,2016/11/29,2,1
22889282,2016/11/29 9:15,12:35,13210N,Docklands,10:15,140,2016/11/29,2,1
22898499,2016/11/29 18:13,19:30,C798,Library,19:13,17,2016/11/29,2,2
22920958,2016/11/29 14:03,15:27,13218N,Docklands,15:03,24,2016/11/29,2,2
22928298,2016/11/29 12:15,15:21,8285W,Southbank,15:15,6,2016/11/29,2,2
23017088,2016/11/29 8:54,10:44,12467S,Jolimont,9:54,50,2016/11/29,2,1
23024964,2016/11/29 8:48,11:51,13802N,Docklands,10:48,63,2016/11/29,2,1
23029689,2016/11/29 20:30,23:00,8871W,Southbank,22:30,30,2016/11/29,2,2
23030118,2016/11/29 7:30,14:19,9948N,Southbank,10:30,229,2016/11/29,2,1
23073408,2016/11/29 13:55,16:06,13308E,Docklands,15:55,11,2016/11/29,2,2
23073860,2016/11/29 21:40,23:00,13216N,Docklands,22:40,20,2016/11/29,2,2
23101081,2016/11/29 12:26,15:36,1858N,Rialto,12:56,160,2016/11/29,2,2
23109100,2016/11/29 8:05,8:29,13230N,Docklands,8:20,9,2016/11/29,2,1
23138543,2016/11/29 21:16,23:44,D9W,Regency,23:16,28,2016/11/29,2,2
23144829,2016/11/29 15:23,15:56,13416E,Docklands,15:33,23,2016/11/29,2,2
23169140,2016/11/29 14:01,16:10,C260,Hyatt,16:01,9,2016/11/29,2,2
23179420,2016/11/29 10:23,11:54,83W,Regency,11:23,31,2016/11/29,2,1
23180310,2016/11/29 9:33,10:34,1858N,Rialto,10:03,31,2016/11/29,2,1
23187120,2016/11/29 10:49,12:27,4879W,Victoria Market,11:49,38,2016/11/29,2,1
23203339,2016/11/29 12:31,14:53,2327S,Spencer,14:31,22,2016/11/29,2,2
23205761,2016/11/29 17:38,18:20,812E,Library,18:08,12,2016/11/29,2,2
23248800,2016/11/29 13:41,18:06,C6822,Victoria Market,17:41,25,2016/11/29,2,2
23250363,2016/11/29 17:18,18:05,3435S,Library,17:33,32,2016/11/29,2,2
23278365,2016/11/29 17:10,18:30,13232N,Docklands,17:25,65,2016/11/29,2,2
23281064,2016/11/29 10:02,11:54,1912N,Hyatt,11:02,52,2016/11/29,2,1
23286807,2016/11/29 12:56,14:35,2510N,Princes Theatre,13:26,69,2016/11/29,2,2
23289785,2016/11/29 9:09,10:49,12270N,Jolimont,10:09,40,2016/11/29,2,1
23301183,2016/11/29 12:47,17:18,12061W,East Melbourne,14:47,151,2016/11/29,2,2
23304548,2016/11/29 12:58,15:13,C9170,University,14:58,15,2016/11/29,2,2
23326289,2016/11/29 8:24,9:50,2892N,Princes Theatre,9:24,26,2016/11/29,2,1
23335998,2016/11/29 7:30,8:28,65W,Princes Theatre,7:45,43,2016/11/29,2,1
23367679,2016/11/29 12:27,18:30,8299W,Southbank,15:27,183,2016/11/29,2,2
23398381,2016/11/29 11:41,14:21,13655W,Docklands,13:41,40,2016/11/29,2,2
23410802,2016/11/29 17:54,18:30,13045S,Docklands,18:09,21,2016/11/29,2,2
23412082,2016/11/29 15:03,18:30,13697W,Docklands,17:03,87,2016/11/29,2,2
23423369,2016/11/29 13:01,15:11,C13692,Docklands,15:01,10,2016/11/29,2,2
23428001,2016/11/29 18:18,19:30,908E,Degraves,18:48,42,2016/11/29,2,2
23443324,2016/11/29 18:23,19:12,949W,Chinatown,18:53,19,2016/11/29,2,2
23447424,2016/11/29 13:49,15:05,10036N,Southbank,14:49,16,2016/11/29,2,2
23457695,2016/11/29 15:35,16:22,13868N,Docklands,16:05,17,2016/11/29,2,2
23466573,2016/11/29 16:50,17:22,11503S,West Melbourne,17:05,17,2016/11/29,2,2
23472120,2016/11/29 12:14,13:31,13214N,Docklands,13:14,17,2016/11/29,2,2
23481409,2016/11/29 9:30,14:08,13399W,Docklands,11:30,158,2016/11/29,2,1
23515198,2016/11/29 9:44,10:24,2555S,Hardware,10:14,10,2016/11/29,2,1
23516473,2016/11/29 15:15,15:56,949W,Chinatown,15:45,11,2016/11/29,2,2
23552392,2016/11/29 7:30,8:19,9188N,Southbank,8:00,19,2016/11/29,2,1
23555340,2016/11/29 14:44,15:18,13619W,Docklands,14:54,24,2016/11/29,2,2
23557516,2016/11/29 16:11,18:30,13484E,Docklands,18:11,19,2016/11/29,2,2
23557941,2016/11/29 12:13,13:03,1194E,Hardware,12:43,20,2016/11/29,2,2
23585774,2016/11/29 11:46,15:11,2694N,Princes Theatre,12:46,145,2016/11/29,2,2
23595877,2016/11/29 19:30,19:49,13758E,Docklands,19:40,9,2016/11/29,2,2
23601835,2016/11/29 11:04,13:11,3416N,Library,13:04,7,2016/11/29,2,2
23603422,2016/11/29 18:18,20:17,13220N,Docklands,19:18,59,2016/11/29,2,2
23620699,2016/11/29 10:28,11:33,12457S,Jolimont,11:28,5,2016/11/29,2,1
23622737,2016/11/29 8:15,10:14,13796E,Docklands,8:45,89,2016/11/29,2,1
23641255,2016/11/29 18:30,18:52,13725W,Docklands,18:40,12,2016/11/29,2,2
23664988,2016/11/29 14:49,15:08,13221S,Docklands,14:59,9,2016/11/29,2,2
23667999,2016/11/29 11:31,13:08,13612E,Docklands,12:01,67,2016/11/29,2,2
23672519,2016/11/29 14:42,19:30,7019S,Victoria Market,14:57,273,2016/11/29,2,2
23707309,2016/11/29 15:13,16:22,C1132,Hardware,16:13,9,2016/11/29,2,2
23730846,2016/11/29 13:05,13:44,13043S,Docklands,13:20,24,2016/11/29,2,2
23745228,2016/11/29 14:07,16:18,13789W,Docklands,16:07,11,2016/11/29,2,2
23757685,2016/11/29 7:59,10:06,C1132,Hardware,8:59,67,2016/11/29,2,1
23784435,2016/11/29 9:17,10:39,13037S,Docklands,10:17,22,2016/11/29,2,1
23793107,2016/11/29 7:30,8:47,13635W,Docklands,8:00,47,2016/11/29,2,1
23796944,2016/11/29 14:38,16:51,C13532,Docklands,16:38,13,2016/11/29,2,2
23832114,2016/11/29 13:58,14:26,7035S,Victoria Market,14:13,13,2016/11/29,2,2
23833777,2016/11/29 16:13,18:30,13279S,Docklands,18:13,17,2016/11/29,2,2
23875601,2016/11/29 10:38,11:58,C806,Library,11:38,20,2016/11/29,2,1
23897805,2016/11/29 8:51,12:03,3830N,Titles,9:51,132,2016/11/29,2,1
23898798,2016/11/29 12:10,16:40,8643W,Southbank,15:10,90,2016/11/29,2,2
23977450,2016/11/29 13:17,14:45,1727S,Twin Towers,14:17,28,2016/11/29,2,2
23987169,2016/11/29 10:21,12:32,13484E,Docklands,12:21,11,2016/11/29,2,2
24013983,2016/11/29 7:30,8:39,C2970,Hardware,8:30,9,2016/11/29,2,1
24027452,2016/11/29 11:57,12:27,13410E,Docklands,12:12,15,2016/11/29,2,2
24028620,2016/11/29 8:09,18:30,13606E,Docklands,10:09,501,2016/11/29,2,1
24028902,2016/11/29 7:38,12:51,2513S,Princes Theatre,8:38,253,2016/11/29,2,1
24042223,2016/11/29 12:44,15:06,C2720,Princes Theatre,14:44,22,2016/11/29,2,2
24047965,2016/11/29 11:59,12:45,13338E,Docklands,12:29,16,2016/11/29,2,2
24055596,2016/11/29 18:43,19:30,961W,Library,19:13,17,2016/11/29,2,2
24055615,2016/11/29 10:18,11:18,3874N,Mint,10:33,45,2016/11/29,2,1
24073277,2016/11/29 6:00,7:07,4870E,Victoria Market,7:00,7,2016/11/29,2,1
24091586,2016/11/29 13:45,14:23,1664N,Banks,14:15,8,2016/11/29,2,2
24103860,2016/11/29 17:23,18:53,C1152,Hardware,18:23,30,2016/11/29,2,2
24107535,2016/11/29 15:39,18:30,9858N,Southbank,17:39,51,2016/11/29,2,2
24108773,2016/11/29 15:44,16:26,1849S,Rialto,16:14,12,2016/11/29,2,2
24113400,2016/11/29 11:07,13:48,13404E,Docklands,13:07,41,2016/11/29,2,2
24116076,2016/11/29 10:31,15:03,13304N,Docklands,10:46,257,2016/11/29,2,1
24126196,2016/11/29 8:55,11:06,10036N,Southbank,9:55,71,2016/11/29,2,1
24131763,2016/11/29 16:25,17:35,13022N,Docklands,17:25,10,2016/11/29,2,2
24169428,2016/11/29 15:54,17:12,C404,Windsor,16:54,18,2016/11/29,2,2
24176100,2016/11/29 13:15,13:47,2350N,Windsor,13:30,17,2016/11/29,2,2
24207785,2016/11/29 9:49,10:55,2359S,Windsor,10:49,6,2016/11/29,2,1
24222225,2016/11/29 8:46,10:03,13876N,Docklands,9:01,62,2016/11/29,2,1
24242746,2016/11/29 11:23,12:18,13029S,Docklands,11:38,40,2016/11/29,2,1
24252699,2016/11/29 11:02,13:29,13633W,Docklands,13:02,27,2016/11/29,2,2
24256655,2016/11/29 9:55,11:06,8812E,Southbank,10:55,11,2016/11/29,2,1
24258939,2016/11/29 9:30,10:35,C1154,Hardware,10:30,5,2016/11/29,2,1
24369094,2016/11/29 12:23,12:46,7039S,Victoria Market,12:38,8,2016/11/29,2,2
24379173,2016/11/29 13:44,18:30,C5434,Queensberry,17:44,46,2016/11/29,2,2
24388263,2016/11/29 7:30,7:57,12264N,Jolimont,7:45,12,2016/11/29,2,1
24412000,2016/11/29 18:35,19:12,13033S,Docklands,18:50,22,2016/11/29,2,2
24414930,2016/11/29 13:12,15:46,957W,Library,13:42,124,2016/11/29,2,2
24428066,2016/11/29 11:00,13:38,C6760,Victoria Market,13:00,38,2016/11/29,2,2
24435712,2016/11/29 10:30,12:13,C1234,Titles,11:30,43,2016/11/29,2,1
24437732,2016/11/29 9:09,11:15,53W,Princes Theatre,11:09,6,2016/11/29,2,1
24451612,2016/11/29 10:17,12:00,1896N,Twin Towers,11:17,43,2016/11/29,2,1
24460688,2016/11/29 9:59,14:03,5592E,Queensberry,10:29,214,2016/11/29,2,1
24464277,2016/11/29 8:52,10:28,12381S,Jolimont,9:52,36,2016/11/29,2,1
24469220,2016/11/29 15:54,18:30,13638E,Docklands,17:54,36,2016/11/29,2,2
24482538,2016/11/29 8:00,10:35,C1140,Hardware,9:00,95,2016/11/29,2,1
24489451,2016/11/29 15:45,16:10,3874N,Mint,16:00,10,2016/11/29,2,2
24528524,2016/11/29 7:30,12:51,C408,Windsor,8:30,261,2016/11/29,2,1
24588019,2016/11/29 16:14,18:30,13037S,Docklands,17:14,76,2016/11/29,2,2
24588620,2016/11/29 15:54,18:30,11705W,Jolimont,17:54,36,2016/11/29,2,2
24609421,2016/11/29 15:15,17:43,12033W,East Melbourne,17:15,28,2016/11/29,2,2
24648939,2016/11/29 13:42,15:49,11983W,East Melbourne,15:42,7,2016/11/29,2,2
24662413,2016/11/29 13:06,13:41,13234N,Docklands,13:21,20,2016/11/29,2,2
24709505,2016/11/29 17:47,20:13,C6608,Titles,19:47,26,2016/11/29,2,2
24714915,2016/11/29 13:52,14:54,791W,Library,14:22,32,2016/11/29,2,2
24716842,2016/11/29 10:40,12:01,979W,Banks,11:40,21,2016/11/29,2,1
24720295,2016/11/29 7:38,10:22,13298E,Docklands,9:38,44,2016/11/29,2,1
24751830,2016/11/29 7:59,8:46,13870N,Docklands,8:29,17,2016/11/29,2,1
24758825,2016/11/29 17:17,20:03,C2764,Princes Theatre,19:17,46,2016/11/29,2,2
24774175,2016/11/29 7:53,16:31,5802E,Queensberry,11:53,278,2016/11/29,2,1
24816610,2016/11/29 7:30,9:46,9266N,Southbank,9:30,16,2016/11/29,2,1
24894735,2016/11/29 16:35,18:30,1213W,Titles,17:35,55,2016/11/29,2,2
24895194,2016/11/29 7:30,18:20,C8054,West Melbourne,11:30,410,2016/11/29,2,1
24920455,2016/11/29 9:52,10:44,13758E,Docklands,10:22,22,2016/11/29,2,1
24925525,2016/11/29 10:03,12:10,4858E,Titles,12:03,7,2016/11/29,2,2
24938274,2016/11/29 16:00,16:43,13371W,Docklands,16:15,28,2016/11/29,2,2
24943284,2016/11/29 9:33,11:50,11876E,Jolimont,11:33,17,2016/11/29,2,1
24957138,2016/11/29 13:44,15:37,13329W,Docklands,14:14,83,2016/11/29,2,2
24968267,2016/11/29 10:30,12:37,13303W,Docklands,12:30,7,2016/11/29,2,2
24974981,2016/11/29 12:08,12:35,13416E,Docklands,12:18,17,2016/11/29,2,2
24984140,2016/11/29 14:13,18:30,14102E,University,18:13,17,2016/11/29,2,2
24990412,2016/11/29 11:25,14:04,C9162,University,13:25,39,2016/11/29,2,2
25001036,2016/11/29 11:44,13:02,C1144,Hardware,12:44,18,2016/11/29,2,2
25006592,2016/11/29 10:54,15:51,13661W,Docklands,12:54,177,2016/11/29,2,2
25031109,2016/11/29 11:39,13:24,6663S,Titles,12:39,45,2016/11/29,2,2
25045932,2016/11/29 16:00,17:10,13373W,Docklands,16:15,55,2016/11/29,2,2
25049641,2016/11/29 15:31,17:36,13668E,Docklands,17:31,5,2016/11/29,2,2
25074246,2016/11/29 17:41,18:03,13320E,Docklands,17:56,7,2016/11/29,2,2
25080781,2016/11/29 11:37,12:47,686E,City Square,12:37,10,2016/11/29,2,2
25080890,2016/11/29 15:35,16:53,3832N,Titles,16:35,18,2016/11/29,2,2
25084609,2016/11/29 13:35,16:00,1421W,Rialto,14:35,85,2016/11/29,2,2
25100126,2016/11/29 14:45,16:51,C13672,Docklands,16:45,6,2016/11/29,2,2
25114601,2016/11/29 12:12,13:21,6661S,Titles,13:12,9,2016/11/29,2,2
25121240,2016/11/29 9:12,9:33,13408E,Docklands,9:27,6,2016/11/29,2,1
25147225,2016/11/29 11:54,12:46,13221S,Docklands,12:04,42,2016/11/29,2,2
25151513,2016/11/29 14:29,18:30,8328E,Southbank,17:29,61,2016/11/29,2,2
25182614,2016/11/29 10:31,11:58,5990N,Titles,11:31,27,2016/11/29,2,1
25196036,2016/11/29 15:51,17:16,4914E,Victoria Market,16:51,25,2016/11/29,2,2
25205334,2016/11/29 16:37,20:30,C180,Regency,19:37,53,2016/11/29,2,2
25213762,2016/11/29 14:04,16:12,4885W,Victoria Market,15:04,68,2016/11/29,2,2
25224252,2016/11/29 14:58,17:18,13685W,Docklands,16:58,20,2016/11/29,2,2
25238239,2016/11/29 9:17,16:02,14058E,University,13:17,165,2016/11/29,2,2
25241381,2016/11/29 18:07,18:30,3435S,Library,18:22,8,2016/11/29,2,2
25276520,2016/11/29 8:58,9:36,7033S,Victoria Market,9:13,23,2016/11/29,2,1
25286828,2016/11/29 18:17,19:30,5992N,Titles,19:17,13,2016/11/29,2,2
25304303,2016/11/29 7:39,9:17,2510N,Princes Theatre,8:09,68,2016/11/29,2,1
25308918,2016/11/29 14:54,16:18,81W,Regency,15:54,24,2016/11/29,2,2
25310406,2016/11/29 10:52,12:12,12264N,Jolimont,11:07,65,2016/11/29,2,1
25310747,2016/11/29 15:02,16:16,C828,Library,16:02,14,2016/11/29,2,2
25310982,2016/11/29 9:53,12:03,12416N,Jolimont,11:53,10,2016/11/29,2,1
25330523,2016/11/29 15:35,17:41,11758E,Jolimont,17:35,6,2016/11/29,2,2
25331953,2016/11/29 9:19,10:37,5270E,Courtney,10:19,18,2016/11/29,2,1
25342102,2016/11/29 17:23,18:17,2557S,Hardware,17:53,24,2016/11/29,2,2
25358458,2016/11/29 9:18,11:46,13042N,Docklands,11:18,28,2016/11/29,2,1
25359781,2016/11/29 15:23,18:30,11901W,Jolimont,16:23,127,2016/11/29,2,2
25370917,2016/11/29 12:43,13:58,8471W,Southbank,13:43,15,2016/11/29,2,2
25375833,2016/11/29 12:02,13:20,C814,Library,13:02,18,2016/11/29,2,2
25384205,2016/11/29 15:39,18:06,12037W,East Melbourne,17:39,27,2016/11/29,2,2
25414807,2016/11/29 11:04,12:00,13330E,Docklands,11:19,41,2016/11/29,2,1
25420722,2016/11/29 18:19,19:30,694E,City Square,19:19,11,2016/11/29,2,2
25432497,2016/11/29 13:05,14:51,1403W,Rialto,14:05,46,2016/11/29,2,2
25434471,2016/11/29 9:48,12:21,C9064,Drummond,11:48,33,2016/11/29,2,1
25454473,2016/11/29 14:01,15:56,C666,City Square,15:01,55,2016/11/29,2,2
25462439,2016/11/29 14:46,15:11,7039S,Victoria Market,15:01,10,2016/11/29,2,2
25464944,2016/11/29 8:51,16:43,13743W,Docklands,10:51,352,2016/11/29,2,1
25493541,2016/11/29 11:30,14:06,2348N,Windsor,12:30,96,2016/11/29,2,2
25530096,2016/11/29 9:57,12:08,C312,Hyatt,11:57,11,2016/11/29,2,1
25567408,2016/11/29 16:21,18:33,675W,City Square,16:51,102,2016/11/29,2,2
25622818,2016/11/29 16:47,17:56,C700,City Square,17:47,9,2016/11/29,2,2
25651597,2016/11/29 10:36,13:05,C13548,Docklands,12:36,29,2016/11/29,2,2
25677196,2016/11/29 13:49,17:05,8702E,Southbank,16:49,16,2016/11/29,2,2
25688721,2016/11/29 8:33,10:43,11768E,Jolimont,10:33,10,2016/11/29,2,1
25694937,2016/11/29 8:03,9:22,962E,Library,8:33,49,2016/11/29,2,1
25771157,2016/11/29 11:35,13:33,7675S,Courtney,12:35,58,2016/11/29,2,2
25772352,2016/11/29 12:17,14:41,12394N,Jolimont,14:17,24,2016/11/29,2,2
25791228,2016/11/29 7:30,12:38,13825S,Docklands,10:30,128,2016/11/29,2,1
25828043,2016/11/29 15:40,16:58,2339S,Windsor,16:40,18,2016/11/29,2,2
25839986,2016/11/29 10:22,12:31,C674,City Square,11:22,69,2016/11/29,2,1
25842093,2016/11/29 10:40,12:17,1315W,RACV,11:40,37,2016/11/29,2,1
25844884,2016/11/29 15:34,16:25,13031S,Docklands,15:49,36,2016/11/29,2,2
25858807,2016/11/29 14:56,18:30,11764E,Jolimont,16:56,94,2016/11/29,2,2
25873535,2016/11/29 15:52,18:30,12093W,East Melbourne,17:52,38,2016/11/29,2,2
25913658,2016/11/29 7:33,9:23,C676,City Square,8:33,50,2016/11/29,2,1
25915562,2016/11/29 7:42,11:15,13470E,Docklands,9:42,93,2016/11/29,2,1
25916149,2016/11/29 8:02,8:22,13619W,Docklands,8:12,10,2016/11/29,2,1
25931328,2016/11/29 10:47,12:54,13624E,Docklands,12:47,7,2016/11/29,2,2
25960151,2016/11/29 12:51,14:44,13037S,Docklands,13:51,53,2016/11/29,2,2
25964968,2016/11/29 18:48,19:29,4860E,Titles,19:03,26,2016/11/29,2,2
25969764,2016/11/29 10:33,12:03,12451S,Jolimont,11:33,30,2016/11/29,2,1
25972218,2016/11/29 14:51,17:05,10103W,Queensberry,16:51,14,2016/11/29,2,2
25973528,2016/11/29 9:54,11:28,431W,Windsor,10:54,34,2016/11/29,2,1
25985627,2016/11/29 10:17,11:23,12288N,Jolimont,11:17,6,2016/11/29,2,1
26010153,2016/11/29 14:34,15:40,8808E,Southbank,15:34,6,2016/11/29,2,2
26043501,2016/11/29 9:22,10:39,C1123,McKillop,10:22,17,2016/11/29,2,1
26052870,2016/11/29 12:36,14:48,1691S,Markilles,14:36,12,2016/11/29,2,2
